DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;3789;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;51.9599;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;Finished;2026-03-20 12:51:22.5713
