DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;4032;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;55.8068;b544825c-84e7-4823-ac5b-c741175c33af;Finished;2026-03-20 12:47:43.5090
