Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:40:56.1996;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:40:56.2017;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;562;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0062;0.1383;-0.0156;357.7000;358.8473;0.6367;NULL;NULL;NULL;NULL;-0.0987;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0053;0.0554;0.5854;0.5406;355.7926;355.7749;0.0056;0.0490;0.5840;0.4595;356.4828;357.1241;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-9.8733;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;6.5007;2026-03-20 12:41:06.5653;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;583;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0092;0.1412;-0.0137;356.6660;358.0598;1.4308;NULL;NULL;NULL;NULL;-0.0792;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0045;0.0506;0.5897;0.2927;356.6039;2.1412;0.0047;0.0449;0.5855;359.8450;357.0270;4.3908;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-7.9154;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2741;2026-03-20 12:41:06.8342;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;600;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0089;0.1403;-0.0123;357.1742;358.2030;1.4484;NULL;NULL;NULL;NULL;-0.0710;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0046;0.0476;0.5914;0.3764;356.9288;3.1359;0.0062;0.0419;0.5867;0.3971;357.8278;3.8574;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-7.0991;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2087;2026-03-20 12:41:07.0430;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;617;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0087;0.1404;-0.0114;357.2646;358.2710;1.5056;NULL;NULL;NULL;NULL;-0.0568;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0053;0.0442;0.5929;0.7834;357.4724;3.4674;0.0084;0.0379;0.5881;1.1888;358.3690;3.6224;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-5.6797;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2084;2026-03-20 12:41:07.2511;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;633;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0089;0.1406;-0.0108;357.1819;358.2678;1.5252;NULL;NULL;NULL;NULL;-0.0465;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0063;0.0416;0.5942;0.8099;357.8484;3.5826;0.0081;0.0364;0.5894;0.6369;358.2198;4.4742;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-4.6470;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1917;2026-03-20 12:41:07.4436;Controllers;5;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;650;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0086;0.1407;-0.0109;357.0971;358.4388;1.3611;NULL;NULL;NULL;NULL;-0.0398;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0072;0.0398;0.5958;0.6024;358.0800;3.8820;0.0095;0.0363;0.5922;0.2447;358.3734;4.2617;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-3.9844;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2005;2026-03-20 12:41:07.6454;Controllers;6;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;665;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0087;0.1407;-0.0109;357.0671;358.3557;1.3927;NULL;NULL;NULL;NULL;-0.0322;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0084;0.0383;0.5978;0.5460;358.3401;4.1648;0.0107;0.0365;0.5937;-0.0051;358.4549;4.4081;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-3.2193;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1911;2026-03-20 12:41:07.8354;Controllers;7;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;678;f28e4a6b-9d42-4bac-a7da-391c49f2badd;NULL;-0.0082;0.1410;-0.0102;357.0476;358.4819;1.4182;NULL;NULL;NULL;NULL;-0.0307;0.0000;2.0000;NULL;NULL;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0089;0.0382;0.5989;0.4247;358.3817;4.3876;0.0088;0.0409;0.5939;359.4579;358.2578;4.4792;1;NULL;NULL;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;-3.0706;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1736;2026-03-20 12:41:08.0084;Controllers;8;30;OpenXR
