DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;3438;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;48.2553;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;Finished;2026-03-20 12:54:00.4610
