DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;4222;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;52.7951;7b9b235e-fc82-40ea-b0c4-4780ee595b3d;Finished;2026-03-20 12:41:52.8690
