Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:53:08.4649;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:53:08.4675;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;356;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0109;-0.0031;-0.0373;354.4966;0.0342;359.7329;NULL;NULL;NULL;NULL;-0.0124;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0130;-0.0444;0.5651;352.1012;358.9850;0.3324;0.0083;-0.0434;0.5608;352.3334;359.6002;2.4881;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-1.2428;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;4.7837;2026-03-20 12:53:16.9748;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;368;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0111;-0.0031;-0.0359;354.7305;359.8511;359.9064;NULL;NULL;NULL;NULL;-0.0243;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0111;-0.0455;0.5665;353.3007;358.5862;1.0039;0.0075;-0.0504;0.5618;353.8356;358.2509;1.5898;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-2.4273;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2460;2026-03-20 12:53:17.2198;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;379;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0104;-0.0029;-0.0333;354.9818;359.6977;359.7326;NULL;NULL;NULL;NULL;-0.0346;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0095;-0.0466;0.5674;353.5461;358.2336;1.9141;0.0058;-0.0485;0.5607;352.7437;358.2449;2.6642;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-3.4647;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1632;2026-03-20 12:53:17.3826;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;393;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0115;-0.0029;-0.0331;354.8446;359.6546;359.8793;NULL;NULL;NULL;NULL;-0.0333;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0088;-0.0473;0.5679;353.6030;358.3177;2.0675;0.0052;-0.0506;0.5603;353.3472;357.3336;1.6181;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-3.3276;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1997;2026-03-20 12:53:17.5824;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;409;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0129;-0.0031;-0.0330;354.8530;359.7593;359.9396;NULL;NULL;NULL;NULL;-0.0283;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0084;-0.0477;0.5680;353.6244;358.5337;2.1188;0.0073;-0.0489;0.5597;353.1121;358.3761;2.5712;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-2.8256;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2158;2026-03-20 12:53:17.7978;Controllers;5;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;424;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0130;-0.0033;-0.0330;354.9690;359.7499;0.0155;NULL;NULL;NULL;NULL;-0.0195;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0085;-0.0476;0.5680;353.6685;358.8781;2.7132;0.0105;-0.0484;0.5602;353.7774;359.3155;3.3380;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-1.9547;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1917;2026-03-20 12:53:17.9885;Controllers;6;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;441;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0117;-0.0031;-0.0326;355.0147;359.8843;359.7733;NULL;NULL;NULL;NULL;-0.0224;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0089;-0.0479;0.5678;354.0714;358.7467;3.1127;0.0116;-0.0496;0.5584;353.6549;358.6067;3.4755;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-2.2403;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2082;2026-03-20 12:53:18.1969;Controllers;7;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;457;119ba6d1-224c-4a28-b96e-b66ff13e5b2b;NULL;-0.0113;-0.0028;-0.0316;355.0598;359.7257;359.8329;NULL;NULL;NULL;NULL;-0.0223;0.0000;2.0000;NULL;NULL;-0.0338;-1.4591;-0.0058;0.0000;341.1060;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0097;-0.0484;0.5676;354.3584;358.7177;3.0090;0.0106;-0.0509;0.5590;354.4184;358.6832;2.7996;1;NULL;NULL;d1724f9a-672b-4e26-bc0a-3dc23d8c8297;-2.2323;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2254;2026-03-20 12:53:18.4228;Controllers;8;30;OpenXR
