DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;11.2000;0.1120;6723;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;77.7614;8569edad-f7cf-4d11-aeda-84d51943436f;Finished;2026-03-20 14:22:35.3484
