DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionID;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;1609;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;836457c8-86a1-4cf3-8cdb-964a4c77b536;2026-03-20 12:56:05.9325
