Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:50:26.8503;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:50:26.8514;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;343;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0384;-0.0034;-0.0101;357.1749;1.5510;359.9634;NULL;NULL;NULL;NULL;-0.0578;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0129;-0.0513;0.5894;352.8448;358.1770;359.9001;-0.0187;-0.0547;0.5865;352.5770;358.1185;0.7430;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-5.7815;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;4.5565;2026-03-20 12:50:35.1546;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;360;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0381;-0.0022;-0.0096;356.6026;1.5709;0.3120;NULL;NULL;NULL;NULL;-0.0635;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0154;-0.0526;0.5915;352.8285;358.0428;1.2044;-0.0184;-0.0561;0.5859;352.6047;357.9193;2.2383;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-6.3542;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2326;2026-03-20 12:50:35.3815;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;376;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0367;-0.0023;-0.0090;356.5557;1.9322;359.7460;NULL;NULL;NULL;NULL;-0.0695;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0163;-0.0528;0.5919;352.5588;357.8364;2.2418;-0.0187;-0.0530;0.5849;351.9133;357.7307;2.4080;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-6.9502;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1922;2026-03-20 12:50:35.5747;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;390;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0377;-0.0020;-0.0093;356.3909;1.6717;359.8707;NULL;NULL;NULL;NULL;-0.0700;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0169;-0.0529;0.5922;352.5219;357.8380;2.2951;-0.0190;-0.0544;0.5865;352.2877;357.9854;2.7420;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-7.0004;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2080;2026-03-20 12:50:35.7832;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;406;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0384;-0.0017;-0.0088;356.3503;1.5795;359.8966;NULL;NULL;NULL;NULL;-0.0731;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0181;-0.0534;0.5927;352.4347;357.7638;2.4112;-0.0217;-0.0568;0.5865;351.8932;357.1148;2.5371;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-7.3053;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2166;2026-03-20 12:50:35.9985;Controllers;5;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;424;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0389;-0.0018;-0.0082;356.5209;1.4000;0.0116;NULL;NULL;NULL;NULL;-0.0691;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0186;-0.0542;0.5935;352.3724;357.9443;2.6296;-0.0206;-0.0551;0.5867;351.5801;357.2004;2.7752;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-6.9131;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2168;2026-03-20 12:50:36.2158;Controllers;6;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;440;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0386;-0.0018;-0.0085;356.4522;1.0390;359.9942;NULL;NULL;NULL;NULL;-0.0608;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0184;-0.0545;0.5945;352.4460;358.2708;2.4914;-0.0182;-0.0565;0.5891;351.4821;358.1385;2.4344;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-6.0801;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2123;2026-03-20 12:50:36.4287;Controllers;7;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;455;78931d45-ed6e-42f6-9e36-3f20c840c7b5;NULL;-0.0384;-0.0014;-0.0094;356.1551;0.7163;359.8618;NULL;NULL;NULL;NULL;-0.0570;0.0000;2.0000;NULL;NULL;-0.0553;-1.3043;0.1063;0.0000;346.8317;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0184;-0.0549;0.5957;352.2874;358.4231;2.4332;-0.0205;-0.0570;0.5903;351.7592;357.7485;2.4960;1;NULL;NULL;9b6a6606-690b-4cfb-a9b2-3e23eea333a5;-5.7020;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2033;2026-03-20 12:50:36.6315;Controllers;8;30;OpenXR
