DeviceID;Email;Framecount;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp
85449bb515d38eca111016248ac99e8c86479117;anonymous;6833;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;57.1602;ff7ee7ee-745f-45d0-99e5-cd0680840be3;Finished;2026-03-20 12:10:00.9671
